Goles,Tiros Totales,xG,npxG,xAG,xA,Acciones_que_crean_tiros,Pases_progresivos,Pases_medios_completados,Pases_largos_completados,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Faltas_cometidas,Duelos_aereos_ganados,Veces_que_fue_barrido_regate,Toques_en_zona_ofensiva,Toques_en_area_rival,Pases_recibidos,Pases_progresivos_recibidos,Acarreos_ultimo_tercio,Regates_exitosos,Malos_controles,Perdida_balon,Centros,market_value_million_eur,age_years,GK,DF,MF,FW,nat_Other,nat_ar ARG,nat_be BEL,nat_br BRA,nat_ci CIV,nat_eng ENG,nat_es ESP,nat_fr FRA,nat_it ITA,nat_nl NED,nat_pt POR
0,8,1.2,1.2,0.4,0.0,4,5,9,7,1,78,5,0,0,69,0,5,0,9,7,8,58,19,93,19,3,6,18,5,0,2.0,31.86027397260274,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4,47,8.600000000000001,7.8,2.7,3.5,76,137,340,81,93,1037,30,18,12,917,7,12,1,23,28,21,551,81,1069,107,42,28,34,28,12,22.0,21.884931506849316,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.1,0.1,1,0,9,1,0,20,1,0,2,18,0,2,0,2,1,1,6,0,17,2,2,0,0,0,2,10.0,23.767123287671232,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0.1,0.1,0.2,0.0,5,8,68,27,10,174,4,0,1,147,0,13,0,2,12,1,9,2,143,1,2,4,1,3,1,2.0,27.534246575342465,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,34,1.7,1.7,1.0,0.8,25,33,66,8,20,238,30,3,22,177,0,6,0,9,13,22,181,29,282,43,19,26,23,29,22,22.0,21.293150684931508,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.0,2,6,108,13,9,232,9,0,0,200,3,40,0,4,28,1,11,8,181,1,2,6,2,4,0,6.0,18.986301369863014,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,16,2.3000000000000003,1.3,0.6,0.39999999999999997,22,25,42,12,17,177,9,1,14,121,0,18,0,3,11,23,123,15,207,36,24,10,31,5,14,1.5,34.03013698630137,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1,11,0.9,0.9,1.1,1.1,16,26,133,32,22,316,19,1,14,277,1,12,2,12,10,8,65,8,262,11,8,7,7,10,14,6.0,21.997260273972604,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,10,1.1,1.1,0.6,0.30000000000000004,16,27,79,5,16,218,17,1,4,181,1,12,0,13,13,12,105,13,192,29,13,6,11,3,4,7.0,25.136986301369863,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,10,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.7,34,94,283,13,63,728,153,2,20,738,1,31,1,22,20,20,343,47,641,71,15,23,23,19,20,55.0,23.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0.1,0.1,0.30000000000000004,0.2,6,4,21,3,8,62,10,0,8,51,0,2,0,3,1,2,32,3,57,3,3,2,5,1,8,6.0,21.34794520547945,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8,29,6.1,2.2,3.7,2.8,59,56,105,29,28,410,57,2,60,345,6,12,1,22,7,25,391,82,431,106,33,22,33,15,60,35.0,26.054794520547944,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8,17,3.4999999999999996,3.4999999999999996,1.8,0.5,11,10,19,4,8,152,6,1,3,108,0,9,0,17,23,11,126,35,191,34,5,8,34,15,3,30.0,25.295890410958904,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,5,0.2,0.2,0.3,0.30000000000000004,11,33,92,23,26,237,9,1,5,213,0,12,0,8,5,6,87,5,218,19,6,5,11,8,5,6.0,20.465753424657535,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,4,0.2,0.2,0.1,0.1,6,14,82,21,18,199,8,0,8,166,0,13,2,13,4,4,53,4,151,2,2,4,11,3,8,12.0,29.263013698630136,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,22,1.1,1.1,0.8999999999999999,0.7000000000000001,26,19,62,10,5,270,2,0,21,218,0,4,0,15,13,36,231,45,318,78,29,34,39,19,21,13.0,23.27123287671233,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3,10,1.4,1.4,0.4,0.7000000000000001,35,33,92,26,21,280,28,2,25,243,2,7,1,8,6,10,125,16,246,22,12,12,30,13,25,4.0,22.221917808219178,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,39,5.1,5.1,2.1,1.9000000000000001,58,60,143,14,26,672,15,5,52,525,2,7,0,25,25,55,556,117,670,217,55,39,44,18,52,40.0,27.972602739726028,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0.1,0.1,0.7,0.7,5,8,44,8,3,103,37,0,12,109,0,1,1,7,4,6,59,7,90,22,2,4,9,3,12,7.0,20.26027397260274,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,21,2.0,2.0,2.7,4.0,54,78,262,78,62,908,120,4,62,798,7,51,3,15,24,39,408,58,777,125,58,34,37,16,62,23.0,24.252054794520546,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2,25,2.4,2.4,2.0,0.4,28,19,61,13,13,221,15,0,2,178,0,5,0,22,35,16,166,57,276,67,9,16,26,21,2,3.4,27.257534246575343,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,2,0.9,0.9,0.1,0.1,3,3,10,3,1,51,2,0,0,41,0,1,0,3,1,2,27,5,51,13,1,2,5,4,0,4.5,28.101369863013698,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3,0.1,0.1,0.2,0.6000000000000001,13,24,114,19,29,335,96,1,19,338,0,34,0,12,11,5,137,11,307,39,14,11,13,8,19,2.5,27.268493150684932,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,26,1.7000000000000002,1.7000000000000002,1.0,1.1,49,48,130,18,31,461,23,4,44,386,1,8,1,14,6,20,334,38,496,97,27,38,49,30,44,50.0,19.980821917808218,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,12,0.5,0.5,0.8999999999999999,0.30000000000000004,23,40,192,39,47,517,90,0,23,496,2,33,0,20,12,6,211,21,454,34,14,8,10,8,23,13.0,29.583561643835615,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,9,2,0,0,9,0,2,0,0,0,1,0,0,5,0,0,1,1,0,0,0.75,28.649315068493152,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,27,2.1,2.1,5.1000000000000005,4.5,96,156,369,90,111,1152,15,6,18,960,0,30,0,42,36,27,414,63,951,57,24,48,36,27,18,8.0,20.791780821917808,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0.30000000000000004,0.30000000000000004,0.7,0.1,6,18,246,23,33,473,19,1,0,429,2,46,2,17,26,4,37,10,378,0,7,3,7,3,0,25.0,26.621917808219177,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,30,2.8,2.8,4.1,3.4000000000000004,56,81,166,43,42,514,80,6,73,462,1,5,0,8,4,8,424,34,500,51,30,8,8,8,73,20.0,33.865753424657534,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
10,46,6.8,6.8,3.0,1.3,49,30,91,17,27,413,47,0,35,276,0,28,0,19,78,51,439,125,465,139,26,30,50,28,35,30.0,23.49041095890411,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4,23,2.6999999999999997,2.6999999999999997,1.7000000000000002,1.2000000000000002,43,90,295,28,75,874,12,4,10,773,4,24,2,24,19,21,252,37,811,43,45,31,19,16,10,40.0,24.164383561643834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,7,0.30000000000000004,0.30000000000000004,1.8,1.1,26,33,154,39,35,435,101,0,36,384,1,37,0,13,18,16,183,17,369,59,18,5,15,5,36,5.0,23.306849315068494,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0.0,0.0,0.0,0.2,10,18,83,16,11,164,56,0,22,168,0,17,0,0,7,3,66,1,130,4,5,3,1,2,22,4.0,34.62191780821918,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0.2,0.2,0.9,0.1,2,7,15,1,3,34,0,0,1,31,1,2,0,1,0,2,15,5,34,5,0,0,1,2,1,20.0,26.372602739726027,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0.2,0.2,1.2,0.8,20,4,30,16,0,120,10,0,36,92,2,4,0,14,10,10,112,16,136,48,10,10,26,6,36,1.5,28.12876712328767,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,3,0.2,0.2,0.1,0.1,4,12,79,15,15,190,17,0,2,164,0,21,0,6,9,2,17,3,146,4,2,3,3,1,2,8.0,22.953424657534246,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,0.4,0.6,13,24,145,26,22,356,82,0,13,383,1,26,2,10,3,2,69,0,278,9,7,9,9,3,13,0.9,34.19178082191781,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0.4,0.4,1.4000000000000001,0.9,26,33,179,39,17,435,142,1,40,440,0,39,3,14,17,13,229,13,361,66,19,12,23,11,40,2.4,29.980821917808218,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,13,0.30000000000000004,0.30000000000000004,1.1,1.0,28,54,156,25,37,655,17,1,5,586,1,9,1,24,16,25,223,27,620,35,12,23,28,28,5,50.0,20.06027397260274,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0.0,0.0,0.0,0.1,6,15,52,10,20,187,11,0,1,165,1,7,0,3,4,4,32,1,148,2,4,5,5,0,1,8.0,33.24109589041096,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,0.1,0.0,2,1,5,3,1,29,1,0,7,18,0,0,0,5,0,4,36,4,36,13,6,2,7,3,7,1.4,24.556164383561644,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1,6,1.0,1.0,0.1,0.0,5,18,213,30,13,376,51,0,2,366,1,46,1,16,25,10,41,11,300,1,1,6,7,4,2,22.0,22.947945205479453,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,8,0.4,0.4,0.2,0.3,7,26,245,32,26,447,31,0,1,403,3,40,1,7,20,5,33,10,377,1,8,9,4,0,1,17.0,27.304109589041097,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0.3,0.3,1.0,1.1,16,40,103,27,22,244,58,1,30,253,0,3,0,4,2,1,94,5,205,17,5,5,2,2,30,18.0,29.019178082191782,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.7,0.7,6,13,50,7,7,150,14,0,6,122,1,3,0,7,11,1,64,3,123,29,9,5,7,0,6,7.0,26.221917808219178,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.1,0.1,2,2,9,1,1,22,3,0,1,20,0,1,1,0,2,2,2,0,18,1,0,0,0,0,1,13.0,22.854794520547944,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0.5,0.5,1.1,0.30000000000000004,13,27,111,18,20,325,36,0,8,279,1,23,0,8,11,8,100,22,280,30,9,7,9,11,8,18.0,27.005479452054793,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.6,0.30000000000000004,8,30,179,22,39,415,64,1,14,400,0,17,1,4,10,4,111,4,348,20,5,7,4,4,14,4.0,34.797260273972604,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,8,0.30000000000000004,0.30000000000000004,2.0,1.6,35,71,329,30,63,823,120,2,32,823,2,56,0,15,11,23,283,24,774,74,37,26,14,20,32,15.0,28.035616438356165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,0,31,4,2,69,2,0,0,63,0,3,1,1,1,0,0,0,67,0,0,1,0,1,0,0.3,17.232876712328768,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0.1,0.1,0.1,0.1,13,31,263,35,33,539,25,0,3,515,1,28,3,5,15,4,25,7,474,1,6,5,4,3,3,12.0,26.041095890410958,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.1,0.1,6,9,48,2,14,128,22,0,0,130,1,5,0,7,3,1,26,1,119,5,4,1,3,6,0,6.0,21.073972602739726,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,12,0.7,0.7,0.8,0.7,17,5,26,5,1,119,4,2,20,93,0,6,0,7,2,12,88,16,129,36,6,8,14,7,20,4.5,24.161643835616438,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,10,1.1,1.1,1.8,1.9,32,65,223,62,66,567,56,2,47,516,3,13,1,18,11,7,183,7,493,21,18,7,22,7,47,22.0,21.295890410958904,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,4,0.6,0.6,0.39999999999999997,0.30000000000000004,24,52,177,49,40,506,11,4,7,419,1,21,1,24,17,10,107,14,390,26,11,15,19,7,7,2.5,29.123287671232877,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4,47,4.8,4.0,2.2,2.4,84,54,126,12,25,547,28,4,22,439,3,31,0,27,24,35,401,105,581,164,26,26,39,35,22,4.0,25.438356164383563,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0.2,0.2,0.0,0.0,0,0,3,0,0,10,0,0,1,9,0,0,0,0,0,1,7,1,10,3,0,1,1,0,1,1.2,21.852054794520548,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,2,15,5,1,33,1,0,0,27,0,7,0,1,0,1,1,0,27,0,0,0,2,0,0,1.5,26.27123287671233,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,26,1.6,1.6,2.5,2.8,55,67,124,45,39,402,29,2,39,346,1,3,0,12,3,17,302,38,416,62,25,21,21,9,39,17.0,23.224657534246575,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,5,35,10,3,76,14,0,1,72,2,12,1,2,3,1,8,2,64,0,1,1,0,0,1,1.0,33.87945205479452,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3,32,3.7,3.7,2.7,1.8,49,68,155,20,25,473,16,3,43,373,4,9,0,14,5,20,398,76,491,115,26,17,42,20,43,22.0,30.45205479452055,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,14,1.5,1.5,2.1,2.3,28,47,140,38,42,396,36,3,29,389,0,1,1,7,2,11,238,22,401,35,6,11,7,7,29,25.0,24.046575342465754,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,8,62,5,8,126,3,0,0,121,0,13,0,1,2,1,12,1,107,1,4,1,0,0,0,55.0,19.413698630136988,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0.39999999999999997,0.39999999999999997,0.8,0.7000000000000001,18,30,147,16,22,378,57,1,10,345,0,43,1,9,18,6,128,14,300,31,6,7,6,6,10,0.9,28.04931506849315,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,15,0.8,0.8,1.0,2.0,25,21,54,11,10,189,14,3,19,145,3,10,0,6,5,16,178,37,207,73,15,13,21,13,19,28.0,27.482191780821918,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,9,0.8,0.8,0.0,0.0,16,47,599,68,62,1327,35,1,1,1294,0,37,1,16,25,10,34,14,1182,2,4,21,16,9,1,20.0,26.304109589041097,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.1,0.1,0.0,0.0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,0,3,2,4,0,0,0,1,0,0,0.7,36.205479452054796,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,8,0.2,0.2,2.6,2.2,20,32,104,36,14,284,70,4,24,292,2,24,2,4,6,14,174,18,258,42,38,10,8,12,24,3.5,31.934246575342467,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,6,0.7,0.7,0.5,0.2,15,32,164,16,36,410,8,2,3,357,0,16,1,12,15,7,104,15,351,14,9,11,7,5,3,18.0,21.164383561643834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0.2,0.2,0.1,0.0,9,34,330,35,40,580,31,0,0,537,1,25,0,14,21,4,24,6,499,1,1,5,2,2,0,55.0,22.216438356164385,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,9,0.5,0.5,0.8,0.9,24,54,208,27,51,466,73,2,46,411,1,30,0,21,24,7,166,11,319,21,11,9,11,4,46,15.0,28.263013698630136,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.0,0.0,0.0,1,4,29,7,4,68,11,0,0,76,0,2,0,0,1,1,1,0,63,0,0,0,0,0,0,6.0,32.75890410958904,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0.0,0.0,0.9,0.5,18,19,112,11,16,287,29,1,13,267,2,3,0,12,11,2,95,10,248,16,8,5,6,3,13,28.0,25.747945205479454,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0.2,0.2,0.9,1.2,25,73,280,45,64,687,136,1,60,689,4,39,3,2,17,6,231,26,587,46,19,10,16,10,60,32.0,20.46849315068493,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0.5,0.5,0.0,0.0,2,8,18,3,4,61,0,0,0,49,0,2,1,1,5,1,22,5,59,3,0,0,2,0,0,22.0,18.816438356164383,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,54,8.1,6.5,1.7,1.2000000000000002,55,29,61,8,16,311,5,7,5,197,2,24,0,59,49,36,291,77,467,93,41,38,83,54,5,40.0,22.24931506849315,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,8,0.4,0.4,0.0,0.0,5,39,233,19,39,525,42,0,5,486,4,38,1,5,14,6,58,11,469,9,11,3,8,3,5,10.0,25.443835616438356,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7,0.30000000000000004,0.30000000000000004,0.7000000000000001,0.6,18,26,86,17,20,253,65,1,49,221,2,25,0,6,9,21,162,10,261,40,15,13,13,9,49,0.8,24.91780821917808,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,6,0.30000000000000004,0.30000000000000004,0.1,0.1,4,15,119,11,11,257,15,1,1,245,0,15,0,7,4,1,18,5,216,2,3,3,0,1,1,40.0,27.041095890410958,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0.2,0.2,0.5,0.1,6,5,38,3,6,88,6,0,3,78,0,10,1,2,4,1,13,2,68,4,1,1,0,1,3,16.0,26.515068493150686,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0.1,0.1,0.3,0.1,7,10,48,14,12,114,8,1,0,114,0,4,0,1,3,2,12,2,96,4,1,0,0,0,0,18.0,24.147945205479452,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0.4,0.4,0.7,0.0,14,22,417,63,32,807,32,1,5,733,4,81,0,13,34,2,29,11,671,2,4,16,7,3,5,25.0,25.063013698630137,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6,0.4,0.4,0.30000000000000004,0.5,17,30,128,31,23,346,59,0,25,306,3,25,0,12,7,4,97,9,295,43,12,9,5,3,25,0.7,34.31506849315068,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,12,1.5,1.5,1.8,1.9,44,77,297,30,53,728,168,2,46,706,5,48,0,36,33,37,377,51,682,130,48,22,37,23,46,9.0,24.9013698630137,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4,37,4.2,3.4,1.7,0.30000000000000004,33,23,66,17,15,331,27,2,7,240,0,10,0,24,35,23,263,58,382,87,22,23,56,32,7,5.0,23.213698630136985,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0.1,0.1,0.0,0.0,2,11,44,11,16,92,22,0,3,98,1,3,0,2,1,2,29,1,88,11,3,0,3,0,3,0.8,36.961643835616435,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6,27,3.6,2.8000000000000003,0.6000000000000001,0.1,17,10,40,10,11,170,16,0,1,117,0,14,0,36,30,11,132,53,248,53,9,12,40,14,1,22.0,24.665753424657535,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,13,1.1,1.1,0.8,0.7000000000000001,23,25,62,19,12,177,25,2,16,162,3,7,0,10,7,9,113,12,182,31,7,5,11,6,16,9.0,28.816438356164383,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1,5,0.6000000000000001,0.6000000000000001,1.0,0.3,17,15,67,12,5,167,12,0,1,154,0,12,1,6,4,6,54,8,137,11,9,6,6,6,1,4.0,19.312328767123287,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,9,1.0,1.0,0.6000000000000001,0.1,11,16,66,14,16,224,8,1,6,185,2,5,0,11,2,7,76,7,186,12,1,8,3,2,6,0.7,22.934246575342467,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,4,0.2,0.2,0.2,0.1,6,6,13,2,3,62,4,0,4,45,0,5,1,3,2,4,37,6,66,10,2,1,6,0,4,10.0,21.47945205479452,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,0.1,0.1,0.0,0.0,4,11,50,16,10,129,16,0,2,107,0,27,0,3,10,3,12,0,86,0,3,4,1,1,2,7.5,20.797260273972604,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0.1,0.1,0.5,0.5,7,11,26,12,12,89,3,1,3,72,1,7,0,3,0,0,18,5,83,5,2,3,2,1,3,1.5,28.96164383561644,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0.39999999999999997,0.39999999999999997,1.5999999999999999,1.2,23,39,103,25,33,293,62,0,44,276,1,11,0,9,7,9,138,7,265,37,12,6,7,4,44,3.0,26.15890410958904,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0.1,0.1,0.9,0.8,10,19,269,44,18,572,37,0,4,525,5,46,1,11,22,7,43,9,476,3,13,9,4,1,4,12.0,26.052054794520547,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,16,3.1,1.6,2.4,1.2,43,36,98,17,23,326,20,2,4,267,3,12,0,16,18,14,180,31,340,52,12,14,24,27,4,18.0,24.0986301369863,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
0,1,0.1,0.1,0.0,0.1,2,14,61,12,17,115,1,0,0,112,0,6,0,0,3,0,7,1,105,0,2,1,0,0,0,25.0,21.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0.0,0.0,0.0,0.2,7,14,107,20,17,260,19,0,11,235,1,13,2,8,7,10,76,7,228,11,7,11,12,5,11,38.0,19.23013698630137,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1,21,0.6000000000000001,0.6000000000000001,1.6,2.0,59,74,226,62,69,698,74,2,50,655,3,18,1,7,8,13,260,15,636,40,18,8,7,7,50,10.0,23.953424657534246,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,6,0.2,0.2,2.7,2.3,31,25,177,29,15,460,125,1,65,429,0,47,0,10,21,8,233,13,371,57,3,8,4,5,65,10.0,31.756164383561643,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.0,0.0,0.0,0.0,3,17,101,6,13,173,17,0,1,173,0,5,0,3,3,0,11,1,162,2,1,2,1,1,1,25.0,29.232876712328768,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0.2,0.2,0.0,0.0,0,2,4,0,0,13,1,0,1,10,0,1,0,2,2,2,14,2,14,4,3,1,0,0,1,0.5,19.673972602739727,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1,25,1.9,1.9,1.9,2.3000000000000003,47,96,250,71,81,840,46,13,14,693,8,22,5,29,35,20,274,39,782,56,21,17,38,25,14,28.0,27.684931506849313,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,21,0.9,0.9,1.2,0.8999999999999999,24,75,291,54,69,813,15,0,0,666,6,51,3,39,87,9,159,45,606,12,12,18,21,9,0,3.0,30.846575342465755,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,0.6000000000000001,0.6000000000000001,1.6,0.6,34,68,199,45,62,650,21,2,11,551,4,28,0,29,21,7,141,8,513,11,14,22,13,11,11,8.0,23.268493150684932,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,5,0.30000000000000004,0.30000000000000004,0.0,0.0,11,10,75,11,5,175,46,0,9,170,0,11,1,5,9,8,60,5,141,11,3,2,5,4,9,2.5,20.016438356164382,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,17,1.8,1.8,0.7,0.2,18,10,44,15,9,244,1,0,3,172,0,9,0,17,49,9,143,41,240,47,7,8,22,5,3,4.0,31.202739726027396,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4,47,4.4,4.4,4.0,4.6,85,87,182,59,57,596,90,5,89,504,1,8,0,21,11,57,466,81,679,144,36,37,52,35,89,18.0,27.356164383561644,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
0,1,0.1,0.1,0.0,0.0,3,0,1,0,0,7,1,0,1,6,0,0,0,0,1,0,6,1,7,3,0,2,0,2,1,15.0,19.15068493150685,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,3,0.4,0.4,0.4,0.4,14,23,74,14,25,255,12,0,15,215,0,3,0,2,0,9,130,7,246,60,9,10,4,5,15,25.0,23.386301369863013,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0,19,0.6000000000000001,0.6000000000000001,1.8,2.5,74,99,284,84,89,732,178,4,119,686,4,17,2,26,19,12,309,9,536,18,21,19,32,11,119,3.5,30.528767123287672,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,19,2.3000000000000003,1.5,3.4,3.6,53,71,173,49,29,666,79,3,122,508,2,21,1,10,14,26,467,42,656,152,34,33,30,30,122,2.0,31.6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.0,0.0,0.0,0.0,0,3,21,1,5,52,4,0,0,49,0,2,0,1,1,1,4,0,46,0,0,1,1,0,0,5.0,28.153424657534245,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8,0.2,0.2,1.9,1.2000000000000002,40,59,179,61,61,507,61,3,36,490,2,5,0,3,3,4,198,8,463,13,16,8,4,2,36,4.0,39.676712328767124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,29,2.1999999999999997,2.1999999999999997,1.2000000000000002,1.0,34,51,184,40,35,593,12,3,14,502,4,8,0,8,19,22,260,23,541,33,28,21,23,9,14,15.0,22.706849315068492,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.0,0.4,0.6,7,11,20,4,6,66,7,1,8,57,0,3,0,1,3,1,30,4,57,7,4,0,0,0,8,12.0,29.791780821917808,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5,42,8.1,8.1,1.3,0.5,35,21,30,3,5,265,3,0,1,199,1,7,0,27,34,24,261,82,344,110,10,14,56,40,1,6.0,28.613698630136987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,37,4.4,4.4,3.2,3.1,61,88,155,33,51,645,28,6,32,555,4,8,0,23,5,27,436,82,654,129,52,28,52,32,32,45.0,23.202739726027396,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
